antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
Cr| Cd;Ni| Cu;0.000245263;0.000306579;0.00015329;0.625;2038.625;0.000153214;2.665849122;0.999754676
Cu| Cr;Ni| Cd;0.000306579;0.00015329;0.00015329;0.5;3261.8;0.000153243;1.999693421;1
Cu| Cd;Ni| Cr;0.000245263;0.000275921;0.00015329;0.625;2265.138889;0.000153222;2.665930877;0.999803741
Ni;Cu| Cr| Cd;0.000367895;0.000183948;0.00015329;0.416666667;2265.138889;0.000153222;1.713970376;0.999926394
Ni| Pb| Cr;Cd;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
Ni| Pb| Cd;Cr;0.000122632;0.000398553;0.000122632;1;2509.076923;0.000122583;inf;0.999724045
Pb| Cr| Cd;Ni;0.000183948;0.000367895;0.000122632;0.666666667;1812.111111;0.000122564;2.998896315;0.999632037
Ni| Cr| Cd;Pb;0.00015329;0.000613158;0.000122632;0.8;1304.72;0.000122538;4.996934208;0.999386748
Ni| Pb;Cr| Cd;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Pb| Cd;Ni| Cr;0.000306579;0.000275921;0.000122632;0.4;1449.688889;0.000122547;1.666206798;0.999616658
Ni| Cr;Pb| Cd;0.000275921;0.000306579;0.000122632;0.444444444;1449.688889;0.000122547;1.799448157;0.999586004
Ni| Cd;Pb| Cr;0.00015329;0.000337237;0.000122632;0.8;2372.218182;0.00012258;4.998313814;0.999731702
Cr| Cd;Ni| Pb;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Ni| Pb| Cd;Cu;0.000122632;0.000613158;0.000122632;1;1630.9;0.000122556;inf;0.999509413
Ni| Pb| Cu;Cd;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
Ni| Cu| Cd;Pb;0.00015329;0.000613158;0.000122632;0.8;1304.72;0.000122538;4.996934208;0.999386748
Cu| Pb| Cd;Ni;0.000183948;0.000367895;0.000122632;0.666666667;1812.111111;0.000122564;2.998896315;0.999632037
Ni| Pb;Cu| Cd;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Ni| Cd;Cu| Pb;0.00015329;0.000398553;0.000122632;0.8;2007.261538;0.000122571;4.998007235;0.999655046
Ni| Cu;Pb| Cd;0.000306579;0.000306579;0.000122632;0.4;1304.72;0.000122538;1.666155701;0.99953999
Pb| Cd;Ni| Cu;0.000306579;0.000306579;0.000122632;0.4;1304.72;0.000122538;1.666155701;0.99953999
Cu| Cd;Ni| Pb;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Pb| Cu| Cr| Ni;Cd;0.000245263;0.000429211;0.000122632;0.5;1164.928571;0.000122526;1.999141578;0.999386691
Cu| Cr| Ni| Cd;Pb;0.00015329;0.000613158;0.000122632;0.8;1304.72;0.000122538;4.996934208;0.999386748
Pb| Cu| Cr| Cd;Ni;0.000122632;0.000367895;0.000122632;1;2718.166667;0.000122587;inf;0.999754707
Cu| Pb| Ni| Cd;Cr;0.000122632;0.000398553;0.000122632;1;2509.076923;0.000122583;inf;0.999724045
Pb| Ni| Cr| Cd;Cu;0.000122632;0.000613158;0.000122632;1;1630.9;0.000122556;inf;0.999509413
Cu| Cr| Ni;Pb| Cd;0.000275921;0.000306579;0.000122632;0.444444444;1449.688889;0.000122547;1.799448157;0.999586004
Pb| Cu| Cr;Ni| Cd;0.000245263;0.00015329;0.000122632;0.5;3261.8;0.000122594;1.999693421;0.999938669
Cu| Cr| Cd;Ni| Pb;0.000183948;0.000245263;0.000122632;0.666666667;2718.166667;0.000122587;2.99926421;0.999816019
Cu| Pb| Ni;Cr| Cd;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Cu| Ni| Cd;Pb| Cr;0.00015329;0.000337237;0.000122632;0.8;2372.218182;0.00012258;4.998313814;0.999731702
Cu| Pb| Cd;Ni| Cr;0.000183948;0.000275921;0.000122632;0.666666667;2416.148148;0.000122581;2.999172236;0.999770023
Pb| Ni| Cr;Cu| Cd;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Ni| Cr| Cd;Cu| Pb;0.00015329;0.000398553;0.000122632;0.8;2007.261538;0.000122571;4.998007235;0.999655046
Pb| Cr| Cd;Cu| Ni;0.000183948;0.000306579;0.000122632;0.666666667;2174.533333;0.000122575;2.999080262;0.999724028
Ni| Pb| Cd;Cu| Cr;0.000122632;0.000306579;0.000122632;1;3261.8;0.000122594;inf;0.99981603
Cu| Cr;Ni| Pb| Cd;0.000306579;0.000122632;0.000122632;0.4;3261.8;0.000122594;1.666462281;1
Cu| Ni;Pb| Cr| Cd;0.000306579;0.000183948;0.000122632;0.4;2174.533333;0.000122575;1.666360087;0.999846663
Cu| Cd;Pb| Ni| Cr;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Ni| Cr;Cu| Pb| Cd;0.000275921;0.000183948;0.000122632;0.444444444;2416.148148;0.000122581;1.799668894;0.999862001
Cr| Cd;Cu| Pb| Ni;0.000245263;0.000245263;0.000122632;0.5;2038.625;0.000122572;1.999509473;0.999754676
Ni| Pb;Cu| Cr| Cd;0.000245263;0.000183948;0.000122632;0.5;2718.166667;0.000122587;1.999632105;0.999877338
Ni| Cd;Pb| Cu| Cr;0.00015329;0.000245263;0.000122632;0.8;3261.8;0.000122594;4.998773683;0.999846687
Pb| Cd;Cu| Cr| Ni;0.000306579;0.000275921;0.000122632;0.4;1449.688889;0.000122547;1.666206798;0.999616658
Organizations| employees;customers;0.00015329;0.008461586;0.000122632;0.8;94.54492754;0.000121335;4.957692072;0.989574709
Organizations| customers;employees;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
Organizations| investors;customers;0.000122632;0.008461586;0.000122632;1;118.1811594;0.000121594;inf;0.991660023
Organizations| customers;investors;0.000183948;0.009105402;0.000122632;0.666666667;73.21661055;0.000120957;2.972683794;0.986523366
agricultural producers;Farmers;0.000214605;0.002452634;0.000122632;0.571428571;232.9857143;0.000122105;2.327610522;0.995921622
research| Investigation;study;0.00015329;0.013274879;0.00015329;1;75.33025404;0.000151255;inf;0.986876399
study| Investigation;research;0.000214605;0.007879085;0.00015329;0.714285714;90.65591996;0.000151599;3.472423202;0.989181565
safety performance;contractors;0.000275921;0.009044086;0.000122632;0.444444444;49.14199623;0.000120136;1.783720645;0.979921187
storm surge;flooding;0.000275921;0.004169477;0.00015329;0.555555556;133.2434641;0.000152139;2.240618677;0.992768867
study| comparison;analysis;0.000459869;0.010331719;0.000214605;0.466666667;45.16834817;0.000209854;1.855628027;0.978310497
investigation| comparison;analysis;0.000337237;0.010331719;0.00015329;0.454545455;43.99514432;0.000149805;1.814391849;0.977599902
researchers| comparison;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
researchers| comparison;engineers;0.000183948;0.021092648;0.000122632;0.666666667;31.60658915;0.000118752;2.936722055;0.968539188
engineers| comparison;researchers;0.000122632;0.021644491;0.000122632;1;46.20113314;0.000119977;inf;0.978475501
research| comparison;analysis;0.000306579;0.010331719;0.000214605;0.7;67.75252226;0.000211438;3.298894271;0.985542549
research| comparison;study;0.000306579;0.013274879;0.00015329;0.5;37.66512702;0.00014922;1.973450242;0.973748773
research| comparison;evaluation;0.000306579;0.006499479;0.000122632;0.4;61.54339623;0.000120639;1.655834202;0.984052993
research| study| comparison;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
research| analysis| comparison;study;0.000214605;0.013274879;0.000122632;0.571428571;43.04585945;0.000119783;2.302358616;0.976978627
study| analysis| comparison;research;0.000214605;0.007879085;0.000122632;0.571428571;72.52473596;0.000120941;2.314948801;0.986423293
research| comparison;study| analysis;0.000306579;0.002452634;0.000122632;0.4;163.09;0.00012188;1.662578944;0.994173209
research| evaluation| comparison;analysis;0.000122632;0.010331719;0.000122632;1;96.78931751;0.000121365;inf;0.989789661
research| analysis| comparison;evaluation;0.000214605;0.006499479;0.000122632;0.571428571;87.91913747;0.000121237;2.318167883;0.988838122
evaluation| analysis| comparison;research;0.000275921;0.007879085;0.000122632;0.444444444;56.40812797;0.000120458;1.785817647;0.982543163
research| comparison;evaluation| analysis;0.000306579;0.001379606;0.000122632;0.4;289.9377778;0.000122209;1.664367323;0.9968566
comparison| management;evaluation;0.000306579;0.006499479;0.000245263;0.8;123.0867925;0.000243271;4.967502606;0.992179833
comparison| management;analysis;0.000306579;0.010331719;0.000122632;0.4;38.715727;0.000119464;1.649447136;0.974469455
evaluation| analysis| management;comparison;0.000275921;0.002421976;0.000122632;0.444444444;183.5049226;0.000121963;1.795640444;0.994825048
comparison| evaluation| management;analysis;0.000245263;0.010331719;0.000122632;0.5;48.39465875;0.000120098;1.979336563;0.979576817
comparison| analysis| management;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
evaluation| analysis| comparison;management;0.000275921;0.009779876;0.000122632;0.444444444;45.44479276;0.000119933;1.782396223;0.978265203
comparison| management;evaluation| analysis;0.000306579;0.001379606;0.000122632;0.4;289.9377778;0.000122209;1.664367323;0.9968566
simulation| comparison;analysis;0.000398553;0.010331719;0.000183948;0.461538462;44.6719927;0.00017983;1.83795538;0.978004396
assessment| comparison;evaluation;0.000429211;0.006499479;0.000245263;0.571428571;87.91913747;0.000242474;2.318167883;0.989050423
optimization| comparison;evaluation;0.000214605;0.006499479;0.00015329;0.714285714;109.8989218;0.000151895;3.477251824;0.991113428
optimization| comparison;analysis;0.000214605;0.010331719;0.000122632;0.571428571;55.30818143;0.000120414;2.30922599;0.982130263
optimization| evaluation| analysis;comparison;0.000245263;0.002421976;0.000122632;0.5;206.443038;0.000122038;1.995156049;0.995400184
optimization| evaluation| comparison;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
optimization| analysis| comparison;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
evaluation| analysis| comparison;optimization;0.000275921;0.003127108;0.000122632;0.444444444;142.1263617;0.000121769;1.794371206;0.993238063
optimization| comparison;evaluation| analysis;0.000214605;0.001379606;0.000122632;0.571428571;414.1968254;0.000122336;2.330114252;0.997799822
implementation| comparison;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
| assessment;comparison;0.000306579;0.002421976;0.000122632;0.4;165.1544304;0.000121889;1.662630041;0.994249877
| comparison;assessment;0.000275921;0.003127108;0.000122632;0.444444444;142.1263617;0.000121769;1.794371206;0.993238063
development| comparison;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
comparison| monitoring;evaluation;0.000214605;0.006499479;0.00015329;0.714285714;109.8989218;0.000151895;3.477251824;0.991113428
comparison| monitoring;analysis;0.000214605;0.010331719;0.00015329;0.714285714;69.13522679;0.000151072;3.463838985;0.985747141
comparison| management;monitoring;0.000306579;0.002759213;0.000122632;0.4;144.9688889;0.000121786;1.662067979;0.993406526
comparison| monitoring;management;0.000214605;0.009779876;0.000122632;0.571428571;58.42901926;0.000120533;2.310513622;0.983096195
evaluation| analysis| monitoring;comparison;0.000245263;0.002421976;0.000122632;0.5;206.443038;0.000122038;1.995156049;0.995400184
comparison| evaluation| monitoring;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
evaluation| analysis| comparison;monitoring;0.000275921;0.002759213;0.000122632;0.444444444;161.0765432;0.00012187;1.795033417;0.994066055
comparison| analysis| monitoring;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
comparison| monitoring;evaluation| analysis;0.000214605;0.001379606;0.000122632;0.571428571;414.1968254;0.000122336;2.330114252;0.997799822
comparison| evaluation| management;monitoring;0.000245263;0.002759213;0.000122632;0.5;181.2111111;0.000121955;1.994481575;0.994725544
comparison| monitoring| management;evaluation;0.000122632;0.006499479;0.000122632;1;153.8584906;0.000121835;inf;0.993622371
comparison| evaluation| monitoring;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
comparison| management;evaluation| monitoring;0.000306579;0.000766448;0.000122632;0.4;521.888;0.000122397;1.665389253;0.998389966
comparison| monitoring;evaluation| management;0.000214605;0.000919738;0.000122632;0.571428571;621.2952381;0.000122434;2.331187279;0.998604765
water availability;Climate change;0.00015329;0.0135508;0.000122632;0.8;59.03710407;0.000120554;4.932245999;0.983212216
crop yields;Climate change;0.00015329;0.0135508;0.000122632;0.8;59.03710407;0.000120554;4.932245999;0.983212216
success| organization;management;0.000398553;0.009779876;0.000245263;0.615384615;62.9235592;0.000241366;2.574572322;0.984500077
success| management;organization;0.000459869;0.005916978;0.000245263;0.533333333;90.13609672;0.000242542;2.130177904;0.989360642
success| failure;organization;0.000367895;0.005916978;0.00015329;0.416666667;70.41882556;0.000151113;1.704142323;0.986162056
success| failure;management;0.000367895;0.009779876;0.00015329;0.416666667;42.60449321;0.000149692;1.697520212;0.976887689
success| failure| organization;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
success| failure| management;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
success| organization| management;failure;0.000245263;0.004751977;0.00015329;0.625;131.5241935;0.000152124;2.653994727;0.992640294
failure| organization| management;success;0.000245263;0.001287633;0.00015329;0.625;485.3869048;0.000152974;2.66323298;0.998184606
success| failure;organization| management;0.000367895;0.001931449;0.00015329;0.416666667;215.7275132;0.000152579;1.710974659;0.995730847
success| implementation;management;0.000306579;0.009779876;0.000122632;0.4;40.90031348;0.000119633;1.650366873;0.975849485
success| quality;management;0.00015329;0.009779876;0.00015329;1;102.2507837;0.00015179;inf;0.990371938
quality| management;success;0.000275921;0.001287633;0.00015329;0.555555556;431.4550265;0.000152934;2.247102827;0.997957619
success| evaluation;failure;0.000183948;0.004751977;0.000122632;0.666666667;140.2924731;0.000121758;2.985744068;0.993054704
success| evaluation;organization;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
success| evaluation;management;0.000183948;0.009779876;0.000122632;0.666666667;68.16718913;0.000120833;2.970660372;0.985511468
success| organization| evaluation;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
success| organization| management;evaluation;0.000245263;0.006499479;0.000122632;0.5;76.92924528;0.000121038;1.987001042;0.987243177
success| evaluation| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| evaluation| management;success;0.000275921;0.001287633;0.000122632;0.444444444;345.1640212;0.000122276;1.797682261;0.997378024
success| evaluation;organization| management;0.000183948;0.001931449;0.000122632;0.666666667;345.1640212;0.000122276;2.994205653;0.997286275
success| coordination;organization;0.00015329;0.005916978;0.00015329;1;169.0051813;0.000152383;inf;0.994235428
success| coordination;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
success| organization| coordination;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
success| organization| management;coordination;0.000245263;0.00147158;0.000122632;0.5;339.7708333;0.000122271;1.99705684;0.997301441
success| coordination| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
success| coordination;organization| management;0.00015329;0.001931449;0.000122632;0.8;414.1968254;0.000122336;4.990342756;0.997738632
success| communication;organization;0.00015329;0.005916978;0.000122632;0.8;135.2041451;0.000121725;4.970415108;0.992755956
success| communication;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
success| organization| communication;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
success| organization| management;communication;0.000245263;0.001563554;0.000122632;0.5;319.7843137;0.000122248;1.996872892;0.997117449
success| communication| management;organization;0.000122632;0.005916978;0.000122632;1;169.0051813;0.000121906;inf;0.994204943
organization| communication| management;success;0.000245263;0.001287633;0.000122632;0.5;388.3095238;0.000122316;1.997424735;0.997669427
success| communication;organization| management;0.00015329;0.001931449;0.000122632;0.8;414.1968254;0.000122336;4.990342756;0.997738632
success| project;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
and researchers;policymakers;0.000429211;0.017658961;0.000183948;0.428571429;24.26934524;0.000176368;1.719096818;0.959207459
money;time;0.000245263;0.002452634;0.00015329;0.625;254.828125;0.000152688;2.660126311;0.996320147
quality| management;time;0.000275921;0.002452634;0.000122632;0.444444444;181.2111111;0.000121955;1.79558526;0.994756049
time| quality;cost;0.000429211;0.003893556;0.000245263;0.571428571;146.7626547;0.000243592;2.32424837;0.993612747
cost| quality;time;0.0005825;0.002452634;0.000245263;0.421052632;171.6736842;0.000243835;1.72303636;0.99475444
faculty members;students;0.000551843;0.004261451;0.000459869;0.833333333;195.5515588;0.000457517;5.974431296;0.995435583
train operators;passengers;0.000214605;0.003280397;0.000122632;0.571428571;174.1949266;0.000121928;2.325679073;0.994472724
Ship owners;operators;0.000183948;0.004046845;0.000183948;1;247.1060606;0.000183203;inf;0.996136392
clinicians;patients;0.000398553;0.002299344;0.000275921;0.692307692;301.0892308;0.000275005;3.242527132;0.997076113
clinicians;researchers;0.000398553;0.021644491;0.000214605;0.538461538;24.87753323;0.000205979;2.11977027;0.960185773
researchers| clinicians;patients;0.000214605;0.002299344;0.000183948;0.857142857;372.7771429;0.000183454;6.983904593;0.997531508
patients| clinicians;researchers;0.000275921;0.021644491;0.000183948;0.666666667;30.80075543;0.000177975;2.935066528;0.967800301
clinicians;researchers| patients;0.000398553;0.000613158;0.000183948;0.461538462;752.7230769;0.000183703;1.856004134;0.999069672
food insecurity;Climate change;0.000183948;0.0135508;0.00015329;0.833333333;61.49698341;0.000150797;5.918695199;0.983920029
managing;management;0.000306579;0.009779876;0.000122632;0.4;40.90031348;0.000119633;1.650366873;0.975849485
distributors;manufacturers;0.000398553;0.001992765;0.000183948;0.461538462;231.6071006;0.000183153;1.853442008;0.996079333
Designers;engineers;0.000950395;0.021092648;0.000398553;0.419354839;19.88156414;0.000378507;1.685895995;0.950605598
Designers| architects;engineers;0.000183948;0.021092648;0.00015329;0.833333333;39.50823643;0.00014941;5.873444111;0.974868147
Designers| construction professionals;engineers;0.00015329;0.021092648;0.00015329;1;47.40988372;0.000150056;inf;0.979057431
organization| schedule;management;0.000183948;0.009779876;0.00015329;0.833333333;85.20898642;0.000151491;5.941320743;0.988445971
schedule| management;organization;0.000245263;0.005916978;0.00015329;0.625;105.6282383;0.000151838;2.650888058;0.990775836
validation| evaluation;comparison;0.000245263;0.002421976;0.000122632;0.5;206.443038;0.000122038;1.995156049;0.995400184
validation| comparison;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
such as engineers;contractors;0.000367895;0.009044086;0.000183948;0.5;55.28474576;0.00018062;1.981911828;0.982273201
such as engineers;architects;0.000367895;0.008522901;0.00015329;0.416666667;48.88788969;0.000150154;1.699675026;0.979905539
such as engineers| contractors;architects;0.000183948;0.008522901;0.00015329;0.833333333;97.77577938;0.000151722;5.948862591;0.989954618
such as engineers| architects;contractors;0.00015329;0.009044086;0.00015329;1;110.5694915;0.000151903;inf;0.99110784
such as engineers;contractors| architects;0.000367895;0.002881844;0.00015329;0.416666667;144.5833333;0.000152229;1.70934541;0.993449058
organization| review;management;0.000245263;0.009779876;0.00015329;0.625;63.90673981;0.000150891;2.640586997;0.984593683
review| management;organization;0.000214605;0.005916978;0.00015329;0.714285714;120.7179867;0.00015202;3.479290576;0.991929104
review| evaluation;monitoring;0.000245263;0.002759213;0.00015329;0.625;226.5138889;0.000152613;2.659308766;0.9958295
review| monitoring;evaluation;0.000183948;0.006499479;0.00015329;0.833333333;128.2154088;0.000152094;5.961003127;0.992383172
| review;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
review| evaluation;;0.000245263;0.017076461;0.000122632;0.5;29.28007181;0.000118443;1.965847078;0.966084023
| review;assessment;0.000183948;0.003127108;0.000122632;0.666666667;213.1895425;0.000122056;2.990618677;0.995492457
| assessment;review;0.000306579;0.001226317;0.000122632;0.4;326.18;0.000122256;1.664622805;0.997239941
assessment| review;;0.000122632;0.017076461;0.000122632;1;58.56014363;0.000120538;inf;0.983044091
vehicles;drivers;0.000429211;0.004905267;0.000183948;0.428571429;87.36964286;0.000181842;1.741415783;0.988978857
disputes;construction industry;0.000306579;0.002851186;0.000122632;0.4;140.2924731;0.000121758;1.661914689;0.993176521
disputes;litigation;0.000306579;0.000275921;0.000122632;0.4;1449.688889;0.000122547;1.666206798;0.999616658
litigation;disputes;0.000275921;0.000306579;0.000122632;0.444444444;1449.688889;0.000122547;1.799448157;0.999586004
extreme weather events;climate change;0.000613158;0.007756453;0.000245263;0.4;51.56996047;0.000240507;1.653739244;0.981210504
remediation;contamination;0.000459869;0.002330002;0.000183948;0.4;171.6736842;0.000182876;1.66278333;0.994632396
rate;study;0.000367895;0.013274879;0.00015329;0.416666667;31.38760585;0.000148406;1.691528779;0.968496596
including researchers;policymakers;0.000337237;0.017658961;0.000183948;0.545454545;30.88825758;0.000177992;2.161150285;0.967951667
research| theory;development;0.000122632;0.0061929;0.000122632;1;161.4752475;0.000121872;inf;0.993928988
theory| development;research;0.00015329;0.007879085;0.000122632;0.8;101.5346304;0.000121424;4.960604574;0.990302947
function;evaluation;0.000214605;0.006499479;0.000122632;0.571428571;87.91913747;0.000121237;2.318167883;0.988838122
funding agencies;policymakers;0.000306579;0.017658961;0.000122632;0.4;22.65138889;0.000117218;1.637235064;0.956145731
funding agencies;researchers;0.000306579;0.021644491;0.000122632;0.4;18.48045326;0.000115996;1.630592515;0.946178852
networking;collaboration;0.00015329;0.002238028;0.000122632;0.8;357.4575342;0.000122289;4.98880986;0.997355349
policy| evaluation;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
policy| management;evaluation;0.000275921;0.006499479;0.000122632;0.444444444;68.38155136;0.000120838;1.788300938;0.985648134
development| data;research;0.000183948;0.007879085;0.00015329;0.833333333;105.7652399;0.00015184;5.952725489;0.99072734
research| data;analysis;0.000551843;0.010331719;0.000245263;0.444444444;43.01747445;0.000239562;1.781402906;0.977292945
analysis| data;research;0.000490527;0.007879085;0.000245263;0.5;63.45914397;0.000241398;1.98424183;0.984724864
investigation| data;study;0.000122632;0.013274879;0.000122632;1;75.33025404;0.000121004;inf;0.98684614
| data;research;0.000306579;0.007879085;0.000122632;0.4;50.76731518;0.000120216;1.653534858;0.98060292
| data;study;0.000306579;0.013274879;0.000122632;0.4;30.13210162;0.000118562;1.644541868;0.967109298
scope creep;project management;0.000245263;0.001962107;0.00015329;0.625;318.5351563;0.000152808;2.661434382;0.997105182
groundwater;contamination;0.000490527;0.002330002;0.000214605;0.4375;187.7680921;0.000213463;1.773635552;0.995162435
tsunamis;earthquakes;0.000275921;0.003035134;0.000214605;0.777777778;256.2581369;0.000213768;4.486341897;0.996372605
drivers| investigation;participants;0.000306579;0.002513949;0.000122632;0.4;159.1121951;0.000121861;1.662476751;0.994019872
drivers| participants;investigation;0.000275921;0.007541848;0.000122632;0.444444444;58.93044264;0.000120551;1.786424673;0.983302156
investigation| participants;drivers;0.000275921;0.004905267;0.000122632;0.444444444;90.60555556;0.000121278;1.791170519;0.9892361
drivers| participants;study;0.000275921;0.013274879;0.000122632;0.444444444;33.48011291;0.000118969;1.776105218;0.970399276
study| participants;investigation;0.000367895;0.007541848;0.00015329;0.416666667;55.24728997;0.000150515;1.701356832;0.982260934
investigation| participants;study;0.000275921;0.013274879;0.00015329;0.555555556;41.85014113;0.000149627;2.220131522;0.976374621
research| participants;study;0.000183948;0.013274879;0.00015329;0.833333333;62.7752117;0.000150848;5.920350727;0.984251196
study| participants;research;0.000367895;0.007879085;0.00015329;0.416666667;52.88261997;0.000150391;1.700778711;0.981451267
automotive industry;companies;0.000245263;0.00456803;0.00015329;0.625;136.8204698;0.000152169;2.654485254;0.992934683
planning| control;monitoring;0.000245263;0.002759213;0.000183948;0.75;271.8166667;0.000183271;3.988963149;0.996565471
planning| monitoring;control;0.000306579;0.00162487;0.000183948;0.6;369.2603774;0.000183449;2.495937826;0.997597727
control| monitoring;planning;0.000429211;0.002759213;0.000183948;0.428571429;155.3238095;0.000182763;1.745171378;0.993988468
planning| control;management;0.000245263;0.009779876;0.000183948;0.75;76.68808777;0.000181549;3.960880495;0.98720229
planning| control;evaluation;0.000245263;0.006499479;0.000122632;0.5;76.92924528;0.000121038;1.987001042;0.987243177
evaluation| control;planning;0.000306579;0.002759213;0.000122632;0.4;144.9688889;0.000121786;1.662067979;0.993406526
organization| control;planning;0.000275921;0.002759213;0.000122632;0.444444444;161.0765432;0.00012187;1.795033417;0.994066055
organization| planning;control;0.000306579;0.00162487;0.000122632;0.4;246.1735849;0.000122134;1.66395855;0.996243253
planning| control;organization;0.000245263;0.005916978;0.000122632;0.5;84.50259067;0.00012118;1.988166043;0.988408464
planning| control| monitoring;management;0.000183948;0.009779876;0.000183948;1;102.2507837;0.000182149;inf;0.990402306
planning| management| monitoring;control;0.000245263;0.00162487;0.000183948;0.75;461.5754717;0.000183549;3.993500521;0.998078299
planning| control| management;monitoring;0.000183948;0.002759213;0.000183948;1;362.4222222;0.00018344;inf;0.997424261
management| control| monitoring;planning;0.000275921;0.002759213;0.000183948;0.666666667;241.6148148;0.000183186;2.991722362;0.996136036
planning| monitoring;control| management;0.000306579;0.000490527;0.000183948;0.6;1223.175;0.000183797;2.498773683;0.999488878
planning| control;management| monitoring;0.000245263;0.000797106;0.000183948;0.75;940.9038462;0.000183752;3.996811576;0.999182255
control| monitoring;planning| management;0.000429211;0.000521185;0.000183948;0.428571429;822.302521;0.000183724;1.749087927;0.999212776
planning| evaluation| control;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
planning| evaluation| management;control;0.000183948;0.00162487;0.000122632;0.666666667;410.2893082;0.000122333;2.995125391;0.997746228
planning| control| management;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
evaluation| control| management;planning;0.000214605;0.002759213;0.000122632;0.571428571;207.0984127;0.00012204;2.32689517;0.995384993
planning| control;evaluation| management;0.000245263;0.000919738;0.000122632;0.5;543.6333333;0.000122406;1.998160525;0.998405397
evaluation| control;planning| management;0.000306579;0.000521185;0.000122632;0.4;767.4823529;0.000122472;1.665798026;0.999003312
planning| evaluation| control;monitoring;0.000122632;0.002759213;0.000122632;1;362.4222222;0.000122293;inf;0.997363096
planning| evaluation| monitoring;control;0.000214605;0.00162487;0.000122632;0.571428571;351.6765499;0.000122283;2.329541971;0.997370519
planning| control| monitoring;evaluation;0.000183948;0.006499479;0.000122632;0.666666667;102.572327;0.000121436;2.980501564;0.990432969
evaluation| control| monitoring;planning;0.000245263;0.002759213;0.000122632;0.5;181.2111111;0.000121955;1.994481575;0.994725544
planning| control;evaluation| monitoring;0.000245263;0.000766448;0.000122632;0.5;652.36;0.000122444;1.998467104;0.998712052
planning| monitoring;evaluation| control;0.000306579;0.000306579;0.000122632;0.4;1304.72;0.000122538;1.666155701;0.99953999
evaluation| control;planning| monitoring;0.000306579;0.000306579;0.000122632;0.4;1304.72;0.000122538;1.666155701;0.99953999
